path,load_functions,to_arg_functions,access_callback,access_arguments,page_callback,page_arguments,delivery_callback,fit,number_parts,context,tab_parent,tab_root,title,title_callback,title_arguments,theme_callback,theme_arguments,type,description,position,weight,include_file
admin/structure/features/cleanup,b'',b'',user_access,"b'a:1:{i:0;s:15:""manage features"";}'",drupal_get_form,"b'a:2:{i:0;s:21:""features_cleanup_form"";i:1;i:4;}'",,15,4,0,,admin/structure/features/cleanup,Cleanup,t,,,a:0:{},0,Clear cache after enabling/disabling a feature.,,1,profiles/haskala/modules/contrib/features/features.admin.inc
admin/structure/features/create,b'',b'',user_access,"b'a:1:{i:0;s:19:""administer features"";}'",drupal_get_form,"b'a:1:{i:0;s:20:""features_export_form"";}'",,15,4,1,admin/structure/features,admin/structure/features,Create feature,t,,,a:0:{},132,Create a new feature.,,10,profiles/haskala/modules/contrib/features/features.admin.inc
admin/structure/features/manage,b'',b'',user_access,"b'a:1:{i:0;s:15:""manage features"";}'",drupal_get_form,"b'a:1:{i:0;s:19:""features_admin_form"";}'",,15,4,1,admin/structure/features,admin/structure/features,Manage,t,,,a:0:{},140,Enable and disable features.,,0,profiles/haskala/modules/contrib/features/features.admin.inc
admin/structure/features/settings,b'',b'',user_access,"b'a:1:{i:0;s:19:""administer features"";}'",drupal_get_form,"b'a:1:{i:0;s:22:""features_settings_form"";}'",,15,4,1,admin/structure/features,admin/structure/features,Settings,t,,,a:0:{},132,Adjust settings for using features module.,,11,profiles/haskala/modules/contrib/features/features.admin.inc
admin/structure/menu,b'',b'',user_access,"b'a:1:{i:0;s:15:""administer menu"";}'",menu_overview_page,b'a:0:{}',,7,3,0,,admin/structure/menu,Menus,t,,,a:0:{},6,"Add new menus to your site, edit existing menus, and rename and reorganize menu links.",,0,modules/menu/menu.admin.inc
admin/structure/menu/add,b'',b'',user_access,"b'a:1:{i:0;s:15:""administer menu"";}'",drupal_get_form,"b'a:2:{i:0;s:14:""menu_edit_menu"";i:1;s:3:""add"";}'",,15,4,1,admin/structure/menu,admin/structure/menu,Add menu,t,,,a:0:{},388,,,0,modules/menu/menu.admin.inc
admin/structure/menu/item/%/delete,"b'a:1:{i:4;s:14:""menu_link_load"";}'",b'',user_access,"b'a:1:{i:0;s:15:""administer menu"";}'",menu_item_delete_page,b'a:1:{i:0;i:4;}',,61,6,0,,admin/structure/menu/item/%/delete,Delete menu link,t,,,a:0:{},6,,,0,modules/menu/menu.admin.inc
admin/structure/menu/item/%/edit,"b'a:1:{i:4;s:14:""menu_link_load"";}'",b'',user_access,"b'a:1:{i:0;s:15:""administer menu"";}'",drupal_get_form,"b'a:4:{i:0;s:14:""menu_edit_item"";i:1;s:4:""edit"";i:2;i:4;i:3;N;}'",,61,6,0,,admin/structure/menu/item/%/edit,Edit menu link,t,,,a:0:{},6,,,0,modules/menu/menu.admin.inc
admin/structure/menu/item/%/reset,"b'a:1:{i:4;s:14:""menu_link_load"";}'",b'',user_access,"b'a:1:{i:0;s:15:""administer menu"";}'",drupal_get_form,"b'a:2:{i:0;s:23:""menu_reset_item_confirm"";i:1;i:4;}'",,61,6,0,,admin/structure/menu/item/%/reset,Reset menu link,t,,,a:0:{},6,,,0,modules/menu/menu.admin.inc
admin/structure/menu/list,b'',b'',user_access,"b'a:1:{i:0;s:15:""administer menu"";}'",menu_overview_page,b'a:0:{}',,15,4,1,admin/structure/menu,admin/structure/menu,List menus,t,,,a:0:{},140,,,-10,modules/menu/menu.admin.inc
admin/structure/menu/manage/%,"b'a:1:{i:4;s:9:""menu_load"";}'",b'',user_access,"b'a:1:{i:0;s:15:""administer menu"";}'",drupal_get_form,"b'a:2:{i:0;s:18:""menu_overview_form"";i:1;i:4;}'",,30,5,0,,admin/structure/menu/manage/%,Customize menu,menu_overview_title,a:1:{i:0;i:4;},,a:0:{},6,,,0,modules/menu/menu.admin.inc
admin/structure/menu/manage/%/add,"b'a:1:{i:4;s:9:""menu_load"";}'",b'',user_access,"b'a:1:{i:0;s:15:""administer menu"";}'",drupal_get_form,"b'a:4:{i:0;s:14:""menu_edit_item"";i:1;s:3:""add"";i:2;N;i:3;i:4;}'",,61,6,1,admin/structure/menu/manage/%,admin/structure/menu/manage/%,Add link,t,,,a:0:{},388,,,0,modules/menu/menu.admin.inc
admin/structure/menu/manage/%/delete,"b'a:1:{i:4;s:9:""menu_load"";}'",b'',user_access,"b'a:1:{i:0;s:15:""administer menu"";}'",menu_delete_menu_page,b'a:1:{i:0;i:4;}',,61,6,0,,admin/structure/menu/manage/%/delete,Delete menu,t,,,a:0:{},6,,,0,modules/menu/menu.admin.inc
admin/structure/menu/manage/%/edit,"b'a:1:{i:4;s:9:""menu_load"";}'",b'',user_access,"b'a:1:{i:0;s:15:""administer menu"";}'",drupal_get_form,"b'a:3:{i:0;s:14:""menu_edit_menu"";i:1;s:4:""edit"";i:2;i:4;}'",,61,6,3,admin/structure/menu/manage/%,admin/structure/menu/manage/%,Edit menu,t,,,a:0:{},132,,,0,modules/menu/menu.admin.inc
admin/structure/menu/manage/%/list,"b'a:1:{i:4;s:9:""menu_load"";}'",b'',user_access,"b'a:1:{i:0;s:15:""administer menu"";}'",drupal_get_form,"b'a:2:{i:0;s:18:""menu_overview_form"";i:1;i:4;}'",,61,6,3,admin/structure/menu/manage/%,admin/structure/menu/manage/%,List links,t,,,a:0:{},140,,,-10,modules/menu/menu.admin.inc
admin/structure/menu/parents,b'',b'',user_access,"b'a:1:{i:0;s:15:""administer menu"";}'",menu_parent_options_js,b'a:0:{}',,15,4,0,,admin/structure/menu/parents,Parent menu items,t,,,a:0:{},0,,,0,
admin/structure/menu/settings,b'',b'',user_access,"b'a:1:{i:0;s:15:""administer menu"";}'",drupal_get_form,"b'a:1:{i:0;s:14:""menu_configure"";}'",,15,4,1,admin/structure/menu,admin/structure/menu,Settings,t,,,a:0:{},132,,,5,modules/menu/menu.admin.inc
admin/structure/pages,b'',b'',user_access,"b'a:1:{i:0;s:16:""use page manager"";}'",page_manager_list_page,b'a:0:{}',,7,3,0,,admin/structure/pages,Pages,t,,ajax_base_page_theme,a:0:{},6,"Add, edit and remove overridden system pages and user defined pages from the system.",,0,profiles/haskala/modules/contrib/ctools/page_manager/page_manager.admin.inc
admin/structure/pages/%/disable/%,"b'a:2:{i:3;s:14:""ctools_js_load"";i:5;s:23:""page_manager_cache_load"";}'","b'a:1:{i:3;s:16:""ctools_js_to_arg"";}'",user_access,"b'a:1:{i:0;s:16:""use page manager"";}'",page_manager_enable_page,b'a:3:{i:0;b:1;i:1;i:3;i:2;i:5;}',,58,6,0,,admin/structure/pages/%/disable/%,,t,,ajax_base_page_theme,a:0:{},0,,,0,profiles/haskala/modules/contrib/ctools/page_manager/page_manager.admin.inc
admin/structure/pages/%/enable/%,"b'a:2:{i:3;s:14:""ctools_js_load"";i:5;s:23:""page_manager_cache_load"";}'","b'a:1:{i:3;s:16:""ctools_js_to_arg"";}'",user_access,"b'a:1:{i:0;s:16:""use page manager"";}'",page_manager_enable_page,b'a:3:{i:0;b:0;i:1;i:3;i:2;i:5;}',,58,6,0,,admin/structure/pages/%/enable/%,,t,,ajax_base_page_theme,a:0:{},0,,,0,profiles/haskala/modules/contrib/ctools/page_manager/page_manager.admin.inc
admin/structure/pages/%/operation/%,"b'a:2:{i:3;s:14:""ctools_js_load"";i:5;s:23:""page_manager_cache_load"";}'","b'a:1:{i:3;s:16:""ctools_js_to_arg"";}'",user_access,"b'a:1:{i:0;s:16:""use page manager"";}'",page_manager_edit_page_operation,b'a:2:{i:0;i:3;i:1;i:5;}',,58,6,0,,admin/structure/pages/%/operation/%,,t,,ajax_base_page_theme,a:0:{},6,,,0,profiles/haskala/modules/contrib/ctools/page_manager/page_manager.admin.inc
admin/structure/pages/add,b'',b'',user_access,"b'a:1:{i:0;s:23:""administer page manager"";}'",page_manager_page_add_subtask,b'a:0:{}',,15,4,1,admin/structure/pages,admin/structure/pages,Add custom page,t,,ajax_base_page_theme,a:0:{},388,,,0,profiles/haskala/modules/contrib/ctools/page_manager/plugins/tasks/page.admin.inc
admin/structure/pages/argument,b'',b'',user_access,"b'a:1:{i:0;s:23:""administer page manager"";}'",page_manager_page_subtask_argument_ajax,b'a:0:{}',,15,4,0,,admin/structure/pages/argument,,t,,ajax_base_page_theme,a:0:{},0,,,0,profiles/haskala/modules/contrib/ctools/page_manager/plugins/tasks/page.admin.inc
admin/structure/pages/edit/%,"b'a:1:{i:4;s:23:""page_manager_cache_load"";}'",b'',user_access,"b'a:1:{i:0;s:16:""use page manager"";}'",page_manager_edit_page,b'a:1:{i:0;i:4;}',,30,5,0,,admin/structure/pages/edit/%,Edit,t,,ajax_base_page_theme,a:0:{},6,,,0,profiles/haskala/modules/contrib/ctools/page_manager/page_manager.admin.inc
admin/structure/pages/import,b'',b'',ctools_access_multiperm,"b'a:2:{i:0;s:23:""administer page manager"";i:1;s:17:""use ctools import"";}'",drupal_get_form,"b'a:2:{i:0;s:32:""page_manager_page_import_subtask"";i:1;s:4:""page"";}'",,15,4,1,admin/structure/pages,admin/structure/pages,Import page,t,,ajax_base_page_theme,a:0:{},388,,,0,profiles/haskala/modules/contrib/ctools/page_manager/plugins/tasks/page.admin.inc
admin/structure/pages/list,b'',b'',user_access,"b'a:1:{i:0;s:16:""use page manager"";}'",page_manager_list_page,b'a:0:{}',,15,4,1,admin/structure/pages,admin/structure/pages,List,t,,ajax_base_page_theme,a:0:{},140,,,-10,profiles/haskala/modules/contrib/ctools/page_manager/page_manager.admin.inc
admin/structure/pages/wizard,b'',b'',user_access,"b'a:1:{i:0;s:16:""use page manager"";}'",page_manager_page_wizard_list,b'a:1:{i:0;i:4;}',,15,4,1,admin/structure/pages,admin/structure/pages,Wizards,t,,ajax_base_page_theme,a:0:{},132,,,-5,profiles/haskala/modules/contrib/ctools/includes/page-wizard.inc
admin/structure/pages/wizard/%,b'a:1:{i:4;N;}',b'',user_access,"b'a:1:{i:0;s:16:""use page manager"";}'",page_manager_page_wizard,b'a:1:{i:0;i:4;}',,30,5,0,,admin/structure/pages/wizard/%,Wizard,t,,ajax_base_page_theme,a:0:{},0,,,0,profiles/haskala/modules/contrib/ctools/includes/page-wizard.inc
admin/structure/panels,b'',b'',user_access,"b'a:1:{i:0;s:20:""use panels dashboard"";}'",panels_admin_page,b'a:0:{}',,7,3,0,,admin/structure/panels,Panels,t,,,a:0:{},6,Get a bird's eye view of items related to Panels.,,0,profiles/haskala/modules/contrib/panels/includes/callbacks.inc
admin/structure/panels/dashboard,b'',b'',user_access,"b'a:1:{i:0;s:20:""use panels dashboard"";}'",panels_admin_page,b'a:0:{}',,15,4,1,admin/structure/panels,admin/structure/panels,Dashboard,t,,,a:0:{},140,,,-10,profiles/haskala/modules/contrib/panels/includes/callbacks.inc
admin/structure/panels/layouts,b'',b'',ctools_export_ui_task_access,"b'a:2:{i:0;s:14:""panels_layouts"";i:1;s:4:""list"";}'",ctools_export_ui_switcher_page,"b'a:2:{i:0;s:14:""panels_layouts"";i:1;s:4:""list"";}'",,15,4,1,admin/structure/panels,admin/structure/panels,Layouts,t,,,a:0:{},132,"Add, edit or delete custom content layouts.",,0,profiles/haskala/modules/contrib/ctools/includes/export-ui.inc
admin/structure/panels/layouts/add-flexible,b'',b'',ctools_export_ui_task_access,"b'a:2:{i:0;s:14:""panels_layouts"";i:1;s:3:""add"";}'",ctools_export_ui_switcher_page,"b'a:3:{i:0;s:14:""panels_layouts"";i:1;s:3:""add"";i:2;s:8:""flexible"";}'",,31,5,1,admin/structure/panels/layouts,admin/structure/panels,Add flexible layout,t,,,a:0:{},388,,,0,profiles/haskala/modules/contrib/ctools/includes/export-ui.inc
admin/structure/panels/layouts/import,b'',b'',ctools_export_ui_task_access,"b'a:2:{i:0;s:14:""panels_layouts"";i:1;s:6:""import"";}'",ctools_export_ui_switcher_page,"b'a:2:{i:0;s:14:""panels_layouts"";i:1;s:6:""import"";}'",,31,5,1,admin/structure/panels/layouts,admin/structure/panels,Import,t,,,a:0:{},388,,,0,profiles/haskala/modules/contrib/ctools/includes/export-ui.inc
admin/structure/panels/layouts/list,b'',b'',ctools_export_ui_task_access,"b'a:2:{i:0;s:14:""panels_layouts"";i:1;s:4:""list"";}'",ctools_export_ui_switcher_page,"b'a:2:{i:0;s:14:""panels_layouts"";i:1;s:4:""list"";}'",,31,5,1,admin/structure/panels/layouts,admin/structure/panels,List,t,,,a:0:{},140,,,-10,profiles/haskala/modules/contrib/ctools/includes/export-ui.inc
admin/structure/panels/layouts/list/%,"b'a:1:{i:5;a:1:{s:21:""ctools_export_ui_load"";a:1:{i:0;s:14:""panels_layouts"";}}}'",b'',ctools_export_ui_task_access,"b'a:3:{i:0;s:14:""panels_layouts"";i:1;s:4:""edit"";i:2;i:5;}'",ctools_export_ui_switcher_page,"b'a:3:{i:0;s:14:""panels_layouts"";i:1;s:4:""edit"";i:2;i:5;}'",,62,6,0,,admin/structure/panels/layouts/list/%,,t,,,a:0:{},0,,,0,profiles/haskala/modules/contrib/ctools/includes/export-ui.inc
admin/structure/panels/layouts/list/%/clone,"b'a:1:{i:5;a:1:{s:21:""ctools_export_ui_load"";a:1:{i:0;s:14:""panels_layouts"";}}}'",b'',ctools_export_ui_task_access,"b'a:3:{i:0;s:14:""panels_layouts"";i:1;s:5:""clone"";i:2;i:5;}'",ctools_export_ui_switcher_page,"b'a:3:{i:0;s:14:""panels_layouts"";i:1;s:5:""clone"";i:2;i:5;}'",,125,7,0,,admin/structure/panels/layouts/list/%/clone,Clone,t,,,a:0:{},0,,,0,profiles/haskala/modules/contrib/ctools/includes/export-ui.inc
admin/structure/panels/layouts/list/%/delete,"b'a:1:{i:5;a:1:{s:21:""ctools_export_ui_load"";a:1:{i:0;s:14:""panels_layouts"";}}}'",b'',ctools_export_ui_task_access,"b'a:3:{i:0;s:14:""panels_layouts"";i:1;s:6:""delete"";i:2;i:5;}'",ctools_export_ui_switcher_page,"b'a:3:{i:0;s:14:""panels_layouts"";i:1;s:6:""delete"";i:2;i:5;}'",,125,7,0,,admin/structure/panels/layouts/list/%/delete,Delete,t,,,a:0:{},0,,,0,profiles/haskala/modules/contrib/ctools/includes/export-ui.inc
admin/structure/panels/layouts/list/%/disable,"b'a:1:{i:5;a:1:{s:21:""ctools_export_ui_load"";a:1:{i:0;s:14:""panels_layouts"";}}}'",b'',ctools_export_ui_task_access,"b'a:3:{i:0;s:14:""panels_layouts"";i:1;s:7:""disable"";i:2;i:5;}'",ctools_export_ui_switcher_page,"b'a:3:{i:0;s:14:""panels_layouts"";i:1;s:7:""disable"";i:2;i:5;}'",,125,7,0,,admin/structure/panels/layouts/list/%/disable,Disable,t,,,a:0:{},0,,,0,profiles/haskala/modules/contrib/ctools/includes/export-ui.inc
admin/structure/panels/layouts/list/%/edit,"b'a:1:{i:5;a:1:{s:21:""ctools_export_ui_load"";a:1:{i:0;s:14:""panels_layouts"";}}}'",b'',ctools_export_ui_task_access,"b'a:3:{i:0;s:14:""panels_layouts"";i:1;s:4:""edit"";i:2;i:5;}'",ctools_export_ui_switcher_page,"b'a:3:{i:0;s:14:""panels_layouts"";i:1;s:4:""edit"";i:2;i:5;}'",,125,7,1,admin/structure/panels/layouts/list/%,admin/structure/panels/layouts/list/%,Edit,t,,,a:0:{},140,,,-10,profiles/haskala/modules/contrib/ctools/includes/export-ui.inc
admin/structure/panels/layouts/list/%/enable,"b'a:1:{i:5;a:1:{s:21:""ctools_export_ui_load"";a:1:{i:0;s:14:""panels_layouts"";}}}'",b'',ctools_export_ui_task_access,"b'a:3:{i:0;s:14:""panels_layouts"";i:1;s:6:""enable"";i:2;i:5;}'",ctools_export_ui_switcher_page,"b'a:3:{i:0;s:14:""panels_layouts"";i:1;s:6:""enable"";i:2;i:5;}'",,125,7,0,,admin/structure/panels/layouts/list/%/enable,Enable,t,,,a:0:{},0,,,0,profiles/haskala/modules/contrib/ctools/includes/export-ui.inc
admin/structure/panels/layouts/list/%/export,"b'a:1:{i:5;a:1:{s:21:""ctools_export_ui_load"";a:1:{i:0;s:14:""panels_layouts"";}}}'",b'',ctools_export_ui_task_access,"b'a:3:{i:0;s:14:""panels_layouts"";i:1;s:6:""export"";i:2;i:5;}'",ctools_export_ui_switcher_page,"b'a:3:{i:0;s:14:""panels_layouts"";i:1;s:6:""export"";i:2;i:5;}'",,125,7,1,admin/structure/panels/layouts/list/%,admin/structure/panels/layouts/list/%,Export,t,,,a:0:{},132,,,0,profiles/haskala/modules/contrib/ctools/includes/export-ui.inc
admin/structure/panels/layouts/list/%/revert,"b'a:1:{i:5;a:1:{s:21:""ctools_export_ui_load"";a:1:{i:0;s:14:""panels_layouts"";}}}'",b'',ctools_export_ui_task_access,"b'a:3:{i:0;s:14:""panels_layouts"";i:1;s:6:""revert"";i:2;i:5;}'",ctools_export_ui_switcher_page,"b'a:3:{i:0;s:14:""panels_layouts"";i:1;s:6:""delete"";i:2;i:5;}'",,125,7,0,,admin/structure/panels/layouts/list/%/revert,Revert,t,,,a:0:{},0,,,0,profiles/haskala/modules/contrib/ctools/includes/export-ui.inc
admin/structure/panels/settings,b'',b'',user_access,"b'a:1:{i:0;s:20:""use panels dashboard"";}'",drupal_get_form,"b'a:1:{i:0;s:26:""panels_admin_settings_page"";}'",,15,4,1,admin/structure/panels,admin/structure/panels,Settings,t,,,a:0:{},132,,,0,profiles/haskala/modules/contrib/panels/includes/callbacks.inc
admin/structure/panels/settings/general,b'',b'',user_access,"b'a:1:{i:0;s:23:""administer page manager"";}'",drupal_get_form,"b'a:1:{i:0;s:26:""panels_admin_settings_page"";}'",,31,5,1,admin/structure/panels/settings,admin/structure/panels,General,t,,,a:0:{},140,,,-10,profiles/haskala/modules/contrib/panels/includes/callbacks.inc
admin/structure/panels/settings/panel-page,b'',b'',user_access,"b'a:1:{i:0;s:20:""use panels dashboard"";}'",panels_admin_panel_context_page,b'a:0:{}',,31,5,1,admin/structure/panels/settings,admin/structure/panels,Panel pages,t,,,a:0:{},132,,,-10,profiles/haskala/modules/contrib/panels/includes/callbacks.inc
admin/structure/taxonomy,b'',b'',user_access,"b'a:1:{i:0;s:19:""administer taxonomy"";}'",drupal_get_form,"b'a:1:{i:0;s:30:""taxonomy_overview_vocabularies"";}'",,7,3,0,,admin/structure/taxonomy,Taxonomy,t,,,a:0:{},6,"Manage tagging, categorization, and classification of your content.",,0,modules/taxonomy/taxonomy.admin.inc
admin/structure/taxonomy/%,"b'a:1:{i:3;s:37:""taxonomy_vocabulary_machine_name_load"";}'",b'',user_access,"b'a:1:{i:0;s:19:""administer taxonomy"";}'",drupal_get_form,"b'a:2:{i:0;s:23:""taxonomy_overview_terms"";i:1;i:3;}'",,14,4,0,,admin/structure/taxonomy/%,,entity_label,"a:2:{i:0;s:19:""taxonomy_vocabulary"";i:1;i:3;}",,a:0:{},6,,,0,modules/taxonomy/taxonomy.admin.inc
admin/structure/taxonomy/%/add,"b'a:1:{i:3;s:37:""taxonomy_vocabulary_machine_name_load"";}'",b'',user_access,"b'a:1:{i:0;s:19:""administer taxonomy"";}'",drupal_get_form,"b'a:3:{i:0;s:18:""taxonomy_form_term"";i:1;a:0:{}i:2;i:3;}'",,29,5,1,admin/structure/taxonomy/%,admin/structure/taxonomy/%,Add term,t,,,a:0:{},388,,,0,modules/taxonomy/taxonomy.admin.inc
admin/structure/taxonomy/%/edit,"b'a:1:{i:3;s:37:""taxonomy_vocabulary_machine_name_load"";}'",b'',user_access,"b'a:1:{i:0;s:19:""administer taxonomy"";}'",drupal_get_form,"b'a:2:{i:0;s:24:""taxonomy_form_vocabulary"";i:1;i:3;}'",,29,5,1,admin/structure/taxonomy/%,admin/structure/taxonomy/%,Edit,t,,,a:0:{},132,,,-10,modules/taxonomy/taxonomy.admin.inc
admin/structure/taxonomy/%/groups/%/delete,"b'a:2:{i:3;a:1:{s:37:""taxonomy_vocabulary_machine_name_load"";a:4:{i:0;s:13:""taxonomy_term"";i:1;i:3;i:2;s:1:""3"";i:3;s:4:""%map"";}}i:5;a:1:{s:21:""field_group_menu_load"";a:4:{i:0;s:13:""taxonomy_term"";i:1;i:3;i:2;s:1:""3"";i:3;s:4:""%map"";}}}'",b'',user_access,"b'a:1:{i:0;s:19:""administer taxonomy"";}'",drupal_get_form,"b'a:2:{i:0;s:23:""field_group_delete_form"";i:1;i:5;}'",,117,7,0,,admin/structure/taxonomy/%/groups/%/delete,Delete,t,,,a:0:{},0,,,0,profiles/haskala/modules/contrib/field_group/field_group.field_ui.inc
admin/structure/taxonomy/%/groups/%/enable,"b'a:2:{i:3;a:1:{s:37:""taxonomy_vocabulary_machine_name_load"";a:4:{i:0;s:13:""taxonomy_term"";i:1;i:3;i:2;s:1:""3"";i:3;s:4:""%map"";}}i:5;a:1:{s:21:""field_group_menu_load"";a:4:{i:0;s:13:""taxonomy_term"";i:1;i:3;i:2;s:1:""3"";i:3;s:4:""%map"";}}}'",b'',user_access,"b'a:1:{i:0;s:19:""administer taxonomy"";}'",drupal_get_form,"b'a:2:{i:0;s:23:""field_group_enable_form"";i:1;i:5;}'",,117,7,0,,admin/structure/taxonomy/%/groups/%/enable,Enable,t,,,a:0:{},0,,,0,profiles/haskala/modules/contrib/field_group/field_group.field_ui.inc
admin/structure/taxonomy/%/list,"b'a:1:{i:3;s:37:""taxonomy_vocabulary_machine_name_load"";}'",b'',user_access,"b'a:1:{i:0;s:19:""administer taxonomy"";}'",drupal_get_form,"b'a:2:{i:0;s:23:""taxonomy_overview_terms"";i:1;i:3;}'",,29,5,1,admin/structure/taxonomy/%,admin/structure/taxonomy/%,List,t,,,a:0:{},140,,,-20,modules/taxonomy/taxonomy.admin.inc
admin/structure/taxonomy/add,b'',b'',user_access,"b'a:1:{i:0;s:19:""administer taxonomy"";}'",drupal_get_form,"b'a:1:{i:0;s:24:""taxonomy_form_vocabulary"";}'",,15,4,1,admin/structure/taxonomy,admin/structure/taxonomy,Add vocabulary,t,,,a:0:{},388,,,0,modules/taxonomy/taxonomy.admin.inc
admin/structure/taxonomy/list,b'',b'',user_access,"b'a:1:{i:0;s:19:""administer taxonomy"";}'",drupal_get_form,"b'a:1:{i:0;s:30:""taxonomy_overview_vocabularies"";}'",,15,4,1,admin/structure/taxonomy,admin/structure/taxonomy,List,t,,,a:0:{},140,,,-10,modules/taxonomy/taxonomy.admin.inc
admin/structure/types,b'',b'',user_access,"b'a:1:{i:0;s:24:""administer content types"";}'",node_overview_types,b'a:0:{}',,7,3,0,,admin/structure/types,Content types,t,,,a:0:{},6,"Manage content types, including default status, front page promotion, comment settings, etc.",,0,modules/node/content_types.inc
admin/structure/types/add,b'',b'',user_access,"b'a:1:{i:0;s:24:""administer content types"";}'",drupal_get_form,"b'a:1:{i:0;s:14:""node_type_form"";}'",,15,4,1,admin/structure/types,admin/structure/types,Add content type,t,,,a:0:{},388,,,0,modules/node/content_types.inc
admin/structure/types/list,b'',b'',user_access,"b'a:1:{i:0;s:24:""administer content types"";}'",node_overview_types,b'a:0:{}',,15,4,1,admin/structure/types,admin/structure/types,List,t,,,a:0:{},140,,,-10,modules/node/content_types.inc
admin/structure/types/manage/%,"b'a:1:{i:4;s:14:""node_type_load"";}'",b'',user_access,"b'a:1:{i:0;s:24:""administer content types"";}'",drupal_get_form,"b'a:2:{i:0;s:14:""node_type_form"";i:1;i:4;}'",,30,5,0,,admin/structure/types/manage/%,Edit content type,node_type_page_title,a:1:{i:0;i:4;},,a:0:{},6,,,0,modules/node/content_types.inc
admin/structure/types/manage/%/delete,"b'a:1:{i:4;s:14:""node_type_load"";}'",b'',user_access,"b'a:1:{i:0;s:24:""administer content types"";}'",drupal_get_form,"b'a:2:{i:0;s:24:""node_type_delete_confirm"";i:1;i:4;}'",,61,6,0,,admin/structure/types/manage/%/delete,Delete,t,,,a:0:{},6,,,0,modules/node/content_types.inc
admin/structure/types/manage/%/edit,"b'a:1:{i:4;s:14:""node_type_load"";}'",b'',user_access,"b'a:1:{i:0;s:24:""administer content types"";}'",drupal_get_form,"b'a:2:{i:0;s:14:""node_type_form"";i:1;i:4;}'",,61,6,1,admin/structure/types/manage/%,admin/structure/types/manage/%,Edit,t,,,a:0:{},140,,,0,modules/node/content_types.inc
admin/structure/types/manage/%/groups/%/delete,"b'a:2:{i:4;a:1:{s:14:""node_type_load"";a:4:{i:0;s:4:""node"";i:1;i:4;i:2;s:1:""4"";i:3;s:4:""%map"";}}i:6;a:1:{s:21:""field_group_menu_load"";a:4:{i:0;s:4:""node"";i:1;i:4;i:2;s:1:""4"";i:3;s:4:""%map"";}}}'",b'',user_access,"b'a:1:{i:0;s:24:""administer content types"";}'",drupal_get_form,"b'a:2:{i:0;s:23:""field_group_delete_form"";i:1;i:6;}'",,245,8,0,,admin/structure/types/manage/%/groups/%/delete,Delete,t,,,a:0:{},0,,,0,profiles/haskala/modules/contrib/field_group/field_group.field_ui.inc
admin/structure/types/manage/%/groups/%/enable,"b'a:2:{i:4;a:1:{s:14:""node_type_load"";a:4:{i:0;s:4:""node"";i:1;i:4;i:2;s:1:""4"";i:3;s:4:""%map"";}}i:6;a:1:{s:21:""field_group_menu_load"";a:4:{i:0;s:4:""node"";i:1;i:4;i:2;s:1:""4"";i:3;s:4:""%map"";}}}'",b'',user_access,"b'a:1:{i:0;s:24:""administer content types"";}'",drupal_get_form,"b'a:2:{i:0;s:23:""field_group_enable_form"";i:1;i:6;}'",,245,8,0,,admin/structure/types/manage/%/groups/%/enable,Enable,t,,,a:0:{},0,,,0,profiles/haskala/modules/contrib/field_group/field_group.field_ui.inc
admin/tasks,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",system_admin_menu_block_page,b'a:0:{}',,3,2,1,admin,admin,Tasks,t,,,a:0:{},140,,,-20,modules/system/system.admin.inc
admin/views/ajax/autocomplete/taxonomy,b'',b'',user_access,"b'a:1:{i:0;s:14:""access content"";}'",views_ajax_autocomplete_taxonomy,b'a:0:{}',,31,5,0,,admin/views/ajax/autocomplete/taxonomy,,t,,ajax_base_page_theme,a:0:{},0,,,0,profiles/haskala/modules/contrib/views/includes/ajax.inc
admin/views/ajax/autocomplete/user,b'',b'',user_access,"b'a:1:{i:0;s:20:""access user profiles"";}'",views_ajax_autocomplete_user,b'a:0:{}',,31,5,0,,admin/views/ajax/autocomplete/user,,t,,ajax_base_page_theme,a:0:{},0,,,0,profiles/haskala/modules/contrib/views/includes/ajax.inc
admin_menu/flush-cache,b'',b'',user_access,"b'a:1:{i:0;s:12:""flush caches"";}'",admin_menu_flush_cache,b'a:0:{}',,3,2,0,,admin_menu/flush-cache,,t,,,a:0:{},0,,,0,profiles/haskala/modules/contrib/admin_menu/admin_menu.inc
batch,b'',b'',1,b'a:0:{}',system_batch_page,b'a:0:{}',,1,1,0,,batch,,t,,_system_batch_theme,a:0:{},0,,,0,modules/system/system.admin.inc
books,b'',b'',ctools_access_menu,"b'a:1:{i:0;a:2:{s:4:""type"";s:4:""none"";s:8:""settings"";N;}}'",page_manager_page_execute,"b'a:1:{i:0;s:5:""books"";}'",,1,1,0,,books,,t,,,a:0:{},0,,,0,profiles/haskala/modules/contrib/ctools/page_manager/plugins/tasks/page.inc
ckeditor/disable/wysiwyg/%,b'a:1:{i:3;N;}',b'',1,"b'a:1:{i:0;s:19:""administer ckeditor"";}'",ckeditor_disable_wysiwyg,b'a:1:{i:0;i:3;}',,14,4,0,,ckeditor/disable/wysiwyg/%,Disable the WYSIWYG module,t,,,a:0:{},0,Disable WYSIWYG module.,,0,profiles/haskala/modules/contrib/ckeditor/includes/ckeditor.admin.inc
